conml,conm,tic,cik,gvkey,Works?
Processa Pharmaceuticals Inc,PROCESSA PHARMACEUTICALS INC,PCSA,0001533743,32846,
One Stop Systems Inc,ONE STOP SYSTEMS INC,OSS,0001394056,32851,
Avaya Holdings Corp,AVAYA HLDGS CORP,AVYA,0001418100,32855,
Eloxx Pharmaceuticals Inc,ELOXX PHARMACEUTICALS INC,ELOX,0001035354,32858,
Eyenovia Inc,EYENOVIA INC,EYEN,0001682639,32861,
Gates Industrial Corp PLC,GATES INDUSTRIAL CORP PLC,GTES,0001718512,32886,
Solid Biosciences Inc,SOLID BIOSCIENCES INC,SLDB,0001707502,32894,
SELLAS Life Sciences Group Inc,SELLAS LIFE SCIENCES GROUP I,SLS,0001390478,32901,
Rocket Pharmaceuticals Inc,ROCKET PHARMACEUTICALS INC,RCKT,0001281895,32908,
Evolus Inc,EVOLUS INC,EOLS,0001570562,32919,
ADT Inc,ADT INC,ADT,0001703056,32930,
Cardlytics Inc,CARDLYTICS INC,CDLX,0001666071,32935,
Zepp Health Corp,ZEPP HEALTH CORP -ADS,ZEPP,0001720446,32936,
Cactus Inc,CACTUS INC,WHD,0001699136,32938,
BioXcel Therapeutics Inc,BIOXCEL THERAPEUTICS INC,BTAI,0001720893,32941,
Evofem Biosciences Inc,EVOFEM BIOSCIENCES INC,EVFM,0001618835,32961,
Americold Realty Trust,AMERICOLD REALTY TRUST,COLD,0001455863,32980,
Zscaler Inc,ZSCALER INC,ZS,0001713683,33037,
iPic Entertainment Inc,IPIC ENTERTAINMENT INC,IPIC,0001720201,33064,
Brightspire Capital Inc,BRIGHTSPIRE CAPITAL INC,BRSP,0001717547,33066,
FTS International Inc,FTS INTERNATIONAL INC,FTSI,0001529463,33067,
Purple Innovation Inc,PURPLE INNOVATION INC,PRPL,0001643953,33068,
StepStone Group Inc,STEPSTONE GROUP INC,STEP,0001796022,33110,
Vaxart Inc,VAXART INC,VXRT,0000072444,33114,
Arcus Biosciences Inc,ARCUS BIOSCIENCES INC,RCUS,0001724521,33133,
Dropbox Inc,DROPBOX INC,DBX,0001467623,33152,
Ibex Ltd,IBEX LTD,IBEX,0001720420,33159,
Sunlands Technology Group,SUNLANDS TECH GRP -ADS,STG,0001723935,33161,
Spotify Technology S.A,SPOTIFY TECHNOLOGY SA,SPOT,0001639920,33175,
Unum Therapeutics Inc -Old,UNUM THERAPEUTICS INC OLD,UMRX.1,,33185,
Bilibili Inc,BILIBILI INC,BILI,0001723690,33186,
OneSmart International Education Group Limited,ONESMART INTERNATIONAL,ONE,0001722380,33187,
Zuora Inc,ZUORA INC,ZUO,0001423774,33232,
Red Violet Inc,RED VIOLET INC,RDVT,0001720116,33233,
Greentree Hospitality Group Ltd,GREENTREE HPTY GP -ADS,GHG,0001724755,33242,
Wyndham Hotels & Resorts Inc,WYNDHAM HOTELS & RESRTS,WH,0001722684,33243,
iQIYI Inc,IQIYI INC -ADR,IQ,0001722608,33254,
Smartsheet Inc,SMARTSHEET INC,SMAR,0001366561,33275,
Infrastructure and Energy Alternatives Inc,INFRASTRUCTR & ENRGY ALT INC,IEA,0001652362,33279,
Aleafia Health Inc,ALEAFIA HEALTH INC,ALEAF,0001754664,33280,
DocuSign Inc.,DOCUSIGN INC,DOCU,0001261333,33301,
Spirit of Texas Bancshares Inc,SPRT OF TXS BNCSR INC,STXB,0001499453,33316,
Pivotal Software Inc,PIVOTAL SOFTWARE INC,PVTL,0001574135,33321,
Championx Corp,CHAMPIONX CORP,CHX,0001723089,33326,
Owl Rock Capital Corp,OWL ROCK CAP CORP,ORCC,0001655888,33337,
nLIGHT Inc,NLIGHT INC,LASR,0001124796,33420,
Goosehead Insurance Inc,GOOSEHEAD INSURANCE,GSHD,0001726978,33421,
Carbon Black Inc,CARBON BLACK INC,CBLK,0001366527,33423,
Construction Partners inc,CONSTRUCTION PRTNR INC,ROAD,0001718227,33424,
Lovesac Co (The),LOVESAC CO (THE),LOVE,0001701758,33425,
Vinco Venture Inc,VINCO VENTURES INC,BBIG,0001717556,33429,
Inspire Medical Systems Inc,INSPIRE MEDICAL SYSTEM,INSP,0001609550,33435,
Perspecta Inc,PERSPECTA INC,PRSP,0001724670,33439,
Evelo Biosciences Inc,EVELO BIOSCIENCES INC,EVLO,0001694665,33444,
Scholar Rock Holding Corp,SCHOLAR ROCK HOLDNG CRP,SRRK,0001727196,33445,
Pluralsight Inc,PLURALSIGHT INC,PS,0001725579,33446,
Kiniksa Pharmaceuticals Ltd,KINIKSA PHRMCETCLS LTD,KNSA,0001730430,33447,
USA Compression Partners LP,USA COMPRESSION PRTNRS LP,USAC,0001522727,33449,
Origin Bancorp Inc,ORIGIN BANCORP,OBNK,0001516912,33459,
Beyond Air Inc,BEYOND AIR INC,XAIR,0001641631,33467,
Jerash Holdings (US) Inc,JERASH HOLDINGS (US),JRSH,0001696558,33476,
HUYA Inc,HUYA INC -ADS,HUYA,0001728190,33487,
GreenSky Inc,GREENSKY INC,GSKY,0001712923,33531,
EVO Payments Inc,EVO PAYMENTS INC,EVOP,0001704596,33533,
Wrap Technologies Inc,WRAP TECHNOLOGIES,WRAP,0001702924,33550,
Covia Holdings Corp,COVIA HOLDINGS CORP,CVIAQ,0001722287,33588,
Charah Solutions Inc,CHARAH SOLUTIONS,CHRA,0001730346,33596,
US Xpress Enterprises Inc,US XPRESS ENTRPRS INC,USX,0000923571,33598,
Tricida Inc,TRICIDA INC,TCDA,0001595585,33600,
Translate Bio Inc,TRANSLATE BIO INC,TBIO,0001693415,33601,
Domo Inc,DOMO INC,DOMO,0001505952,33603,
Avalara Inc,AVALARA INC,AVLR,0001348036,33610,
ElectroCore Inc,ELECTROCORE INC,ECOR,0001560258,33614,
Puxin Ltd,PUXIN LTD -ADS,NEW,0001726189,33616,
Hyrecar Inc,HYRECAR INC,HYRE,0001713832,33624,
Amalgamated Financial Corp,AMALGAMATED FINANCIAL CORP,AMAL,0001823608,33625,
Autolus Therapeutics Plc,AUTOLUS THERAPEUTICS -ADR,AUTL,0001730463,33635,
BrightView Holdings Inc,BRIGHTVIEW HOLDINGS,BV,0001734713,33637,
I3 Verticals Inc,I3 VERTICALS INC,IIIV,0001728688,33638,
Aptinyx Inc,APTINYX INC,APTX,0001674365,33643,
Veoneer Inc,VEONEER INC,VNE,0001733186,33647,
Skyline Champion Corp,SKYLINE CHAMPION CORP,SKY,0000090896,33652,
Xeris Biopharma Holdings Inc,XERIS BIOPHARMA HOLDINGS INC,XERS,0001867096,33660,
Bloom Energy Corp,BLOOM ENERGY CORP,BE,0001664703,33668,
Essential Properties Realty Trust Inc.,ESSENTIAL PPT RLTY TST,EPRT,0001728951,33684,
Repay Holdings Corp,REPAY HOLDINGS CORP,RPAY,0001720592,33693,
EverQuote Inc,EVERQUOTE INC,EVER,0001640428,33694,
Forty Seven Inc,FORTY SEVEN INC,FTSV,0001667633,33696,
Uxin Ltd,UXIN LTD -ADR,UXIN,0001729173,33697,
Neuronetics Inc,NEURONETICS INC,STIM,0001227636,33698,
American Midstream Partners LP,AMERICAN MIDSTREAM PTNRS LP,AMID,0001513965,33700,
First Western Financial Inc,FIRST WSTRN FINNCIL INC,MYFW,0001327607,33704,
BJ's Wholesale Club Holdings Inc,BJS WHSL CLUB HLDGS INC,BJ,0001531152,33718,
RUBIUS THERAPEUTICS INC,RUBIUS THERAPEUTICS INC,RUBY,0001709401,33720,
Constellation Pharmaceuticals Inc,CONSTELLATION PHARMCTCL,CNST,0001434418,33724,
WiSA Technologies Inc,WISA TECHNOLOGIES INC,WISA,0001682149,33725,
Legacy Housing Corp,LEGACY HOUSING CORP,LEGH,0001436208,33733,
Aquestive Therapeutics Inc,AQUESTIVE THERAPETC INC,AQST,0001398733,33743,
BioNano Genomics Inc,BIONANO GENOMICS INC,BNGO,0001411690,33749,
IAA Inc,IAA INC,IAA,0001745041,33750,
Provention Bio Inc,PROVENTION BIO INC,PRVB,0001695357,33751,
Tenable Holdings Inc,TENABLE HOLDINGS INC,TENB,0001660280,33759,
Arlo Technologies Inc,ARLO TECHNOLOGIES INC,ARLO,0001736946,33766,
Sonos Inc,SONOS INC,SONO,0001314727,33767,
Liquidia Corp,LIQUIDIA CORP,LQDA,0001819576,33810,
Ra Medical Systems Inc,RA MEDICAL SYSTEMS INC,RMED,0001716621,33824,
Pintec Technology Holdings Ltd,PINTEC TCHN HLDN -ADR,PT,0001716338,33825,
Opera Ltd,OPERA LTD -ADR,OPRA,0001737450,33850,
Aurora Mobile Ltd,AURORA MOBILE -ADR,JG,0001737339,33852,
Cango Inc,CANGO INC,CANG,0001725123,33859,
Pinduoduo,PINDUODUO INC -ADR,PDD,0001737806,33861,
International Money Express Inc,INTERNATIONAL MONEY EXPR INC,IMXI,0001683695,33911,
Endava plc,ENDAVA PLC -ADR,DAVA,0001656081,33913,
Frontdoor Inc,FRONTDOOR INC,FTDR,0001727263,33951,
Elanco Animal Health Inc,ELANCO ANIMAL HLTH INC,ELAN,0001739104,33955,
Mesa Air Group Inc,MESA AIR GROUP,MESA,0000810332,33962,
Rattler Midstream Partners LP,RATTLER MDSTRM PRTNRS LP,RTLR,0001748773,33971,
Riviera Resources Inc,RIVIERA RESOURCES INC,RVRA,0001737204,33979,
Eton Pharmaceuticals Inc,ETON PHARMACEUTICALS,ETON,0001710340,33997,
Amerant Bancorp Inc,AMERANT BANCORP INC,AMTB,0001734342,33999,
Comstock Resources Inc,COMSTOCK RESOURCES INC,CRK,0000023194,34010,
Falcon Minerals Corp,FALCON MINERALS CORP,FLMN,0001703785,34034,
Livent Corp,LIVENT CORP,LTHM,0001742924,34048,
Garrett Motion Inc,GARRETT MOTION INC,GTX,0001735707,34051,
Resideo Technologies Inc,RESIDEO TECHNOLOGIES,REZI,0001740332,34053,
X Financial,X FINANCIAL -ADR,XYF,0001725033,34054,
KLX Energy Services Holdings Inc,KLX ENERGY SERVS HLDNG,KLXE,0001738827,34055,
111 Inc,111 INC -ADR,YI,0001738906,34066,
NIO Inc,NIO INC,NIO,0001736541,34067,
Viomi Technology Co Ltd,VIOMI TECHNOLOGY -ADR,VIOT,0001742770,34068,
Qutoutiao Inc,QUTOUTIAO INC -ADR,QTT,0001733298,34074,
Eventbrite Inc,EVENTBRITE INC,EB,0001475115,34076,
INmune Bio Inc,INMUNE BIO INC,INMB,0001711754,34078,
Upwork Inc,UPWORK INC,UPWK,0001627475,34101,
Guardant Health Inc,GUARDANT HEALTH INC,GH,0001576280,34102,
Kodiak Sciences Inc,KODIAK SCIENCES INC,KOD,0001468748,34118,
Bank7 Corp,BANK7 CORP,BSVN,0001746129,34132,
Y-mAbs Therapeutics Inc,Y MABS THERAPEUTICS INC,YMAB,0001722964,34135,
Momentive Global Inc,MOMENTIVE GLOBAL INC,MNTV,0001739936,34140,
RIV Capital Inc,RIV CAPITAL INC,CNPOF,,34159,
Allogene Therapeutics Inc,ALLOGENE THERAPEUTICS,ALLO,0001737287,34161,
CooTek Cayman Inc,COOTEK CAYMAN I -ADR,CTK,0001734262,34186,
SI-BONE Inc,SI-BONE INC,SIBN,0001459839,34193,
LAIX Inc,LAIX INC - ADR,LAIX,0001742056,34212,
Anaplan Inc,ANAPLAN INC,PLAN,0001540755,34236,
Twist Bioscience Corp,TWIST BIOSCIENCE CORP,TWST,0001581280,34241,
Elastic N.V.,ELASTIC NV,ESTC,0001707753,34243,
Utz Brands Inc,UTZ BRANDS INC,UTZ,,34259,
Niu Technologies,NIU TECHNOLOGIES -ADR,NIU,0001744781,34270,
Roan Resources Inc,ROAN RESOURCES INC,ROAN,0001326428,34296,
Verra Mobility Corp,VERRA MOBILITY CORP,VRRM,0001682745,34300,
StoneCo Ltd,STONECO LTD,STNE,0001745431,34309,
Qualtrics International Inc,QUALTRICS INTERNATIONAL INC,XM,0001747748,34326,
Vapotherm Inc,VAPOTHERM INC,VAPO,0001253176,34327,
Tuanche Co Ltd,TUANCHE CO LTD -ADR,TC,0001743340,34328,
AssetMark Financial Holdings Inc,ASSETMARK FIN HOLDINGS INC,AMK,0001591587,34330,
Equitrans Midstream Corp,EQUITRANS MID CORP,ETRN,0001747009,34337,
Axonics Inc,AXONICS INC,AXNX,0001603756,34342,
Orchard Therapeutics plc,ORCHARD THRPUTCS PLC -ADR,ORTX,0001748907,34361,
CNFinance Holdings Ltd,CNFINANCE HLDGS LTD -ADR,CNF,0001733868,34379,
Moderna Inc,MODERNA INC,MRNA,0001682852,34410,
MOGU Inc,MOGU INC -ADR,MOGU,0001743971,34411,
US Well Services Inc,US WELL SERVICES INC,USWS,0001670349,34412,
Weidai Ltd,WEIDAI LTD -ADR,WEI,0001734902,34413,
Kinetik Holdings Inc,KINETIK HOLDINGS INC,KNTK,0001692787,34414,
Bain Capital Specialty Finance Inc,BAIN CAP SPECIALTY FIN INC,BCSF,0001655050,34415,
New Fortress Energy Inc,NEW FORTRESS ENERGY INC,NFE,0001749723,34418,
Waitr Holdings Inc,WAITR HOLDINGS INC,WTRH,0001653247,34439,
Dow Inc,DOW INC,DOW,0001751788,34443,
Silvergate Capital Corporation,SILVERGATE CAPITAL CORP,SI,0001312109,34446,
Beyond Meat Inc,BEYOND MEAT INC,BYND,0001655210,34447,
Revolve Group Inc,REVOLVE GROUP INC,RVLV,0001746618,34467,
Tencent Music Entertainment Group,TENCENT MUSIC ENNT GRP -ADR,TME,0001744676,34496,
360 Digitech Inc,360 DIGITECH INC -ADR,QFIN,0001741530,34525,
Organogenesis Holdings Inc,ORGANOGENESIS HOLDINGS INC,ORGO,0001661181,34562,
Jiayin Group Inc,JIAYIN GROUP INC,JFIN,0001743102,34571,
Gossamer Bio Inc,GOSSAMER BIO INC,GOSS,0001728117,34578,
Phunware Inc,PHUNWARE INC,PHUN,0001665300,34584,
TCR2 Therapeutics Inc,TCR2 THERAPEUTICS INC,TCRR,0001750019,34600,
Futu Holdings Ltd,FUTU HOLDINGS LTD -ADR,FUTU,0001754581,34603,
Super League Gaming Inc,SUPER LEAGUE GAMING INC,SLGG,0001621672,34613,
cbdMD Inc,CBDMD INC,YCBD,0001644903,34621,
Fox Corp,FOX CORP,FOXA,0001754301,34636,
Kaleido BioSciences Inc,KALEIDO BIOSCIENCES INC,KLDO,0001751299,34640,
Coinbase Global Inc,COINBASE GLOBAL INC,COIN,0001679788,34749,
Covetrus Inc,COVETRUS INC,CVET,0001752836,34765,
Soliton Inc,SOLITON INC,SOLY,0001548187,34834,
ShockWave Medical Inc,SHOCKWAVE MEDICAL INC,SWAV,0001642545,34854,
UP Fintech Holding Ltd,UP FINTECH HOLDIN -ADR,TIGR,0001756699,34863,
Lyft Inc,LYFT INC,LYFT,0001759509,34873,
Silk Road Medical Inc,SILK ROAD MEDICAL INC,SILK,0001397702,34882,
Ruhnn Holding Ltd,RUHNN HOLDING LTD -ADR,RUHN,0001753268,34916,
Tradeweb Markets Inc,TRADEWEB MARKETS INC,TW,0001758730,34919,
X4 Pharmaceuticals Inc,X4 PHARMACEUTICALS INC,XFOR,0001501697,34929,
Target Hospitality Corp,TARGET HOSPITALITY CORP,TH,0001712189,34941,
Palomar Holdings Inc,PALOMAR HOLDINGS INC,PLMR,0001761312,34953,
Change Healthcare inc,CHANGE HEALTHCARE INC,CHNG,0001756497,34954,
PagerDuty Inc,PAGERDUTY INC,PD,0001568100,34955,
Diamond S Shipping Inc,DIAMOND S SHIPPING INC,DSSI,0001761940,34956,
Jumia Technologies AG,JUMIA TECHNOLOGIE -ADR,JMIA,0001756708,34965,
Brigham Minerals Inc,BRIGHAM MINERALS INC,MNRL,0001745797,35004,
Zoom Video Communications Inc,ZOOM VIDEO COMUNICATIONS INC,ZM,0001585521,35005,
Turning Point Therapeutics Inc,TURNING POINT THERAPE INC,TPTX,0001595893,35006,
Yunji Inc,YUNJI INC -ADR,YJ,0001759614,35007,
Greenlane Holdings Inc,GREENLANE HOLDINGS INC,GNLN,0001743745,35009,
Pinterest Inc,PINTEREST INC,PINS,0001506293,35013,
Postal Realty Trust Inc,POSTAL REALTY TRUST INC,PSTL,0001759774,35030,
Kontoor Brands Inc,KONTOOR BRANDS INC,KTB,0001760965,35035,
Whole Earth Brands Inc,WHOLE EARTH BRANDS INC,FREE,0001753706,35053,
Trevi Therapeutics Inc,TREVI THERAPEUTICS INC,TRVI,0001563880,35054,
SciPlay Corp,SCIPLAY CORP,SCPL,0001760717,35055,
So-Young International Inc,SO-YOUNG INTERNATIONAL INC,SY,0001758530,35059,
Transmedics Group Inc,TRANSMEDICS GROUP INC,TMDX,0001756262,35062,
Avantor Inc,AVANTOR INC,AVTR,0001722482,35065,
Uber Technologies Inc,UBER TECHNOLOGIES INC,UBER,0001543151,35077,
Mayville Engineering Co Inc,MAYVILLE ENGNERING CMPNY INC,MEC,0001766368,35099,
South Plains Financial Inc,SOUTH PLAINS FINANCIAL INC,SPFI,0001163668,35101,
Sonim Technologies Inc,SONIM TECHNOLOGIES INC,SONM,0001178697,35104,
Fastly Inc,FASTLY INC,FSLY,0001517413,35120,
HeadHunter Group PLC,HEADHUNTER GROUP PLC -ADR,HHR,0001721181,35132,
Slack Technologies Inc,SLACK TECHNOLOGIES INC,WORK,0001764925,35133,
Parsons Corp,PARSONS CORP,PSN,0000275880,35158,
Corteva Inc,CORTEVA INC,CTVA,0001755672,35168,
Luckin Coffee Inc,LUCKIN COFFEE INC -ADR,LKNCY,0001767582,35169,
CrowdStrike Holdings Inc,CROWDSTRIKE HOLDINGS INC,CRWD,0001535527,35182,
Gaotu Techedu Inc,GAOTU TECHEDU INC -ADR,GOTU,0001768259,35207,
ATERIAN INC,ATERIAN INC,ATER,0001757715,35210,
Clarivate Plc,CLARIVATE PLC,CLVT,0001764046,35211,
Endeavor Group Holdings Inc,ENDEAVOR GROUP HOLDINGS,EDR,0001766363,35245,
Personalis Inc,PERSONALIS INC,PSNL,0001527753,35254,
Adaptive Biotechnologies Corp,ADAPTIVE BIOTECH CORP,ADPT,0001478320,35279,
Morphic Holding Inc,MORPHIC HOLDING INC,MORF,0001679363,35280,
Chewy Inc,CHEWY INC,CHWY,0001766502,35287,
RealReal Inc (The),REALREAL INC (THE),REAL,0001573221,35288,
China Index Holdings Limited,CHINA INDEX HLD LTD -ADR,CIH,0001749797,35313,
Oncternal Therapeutics Inc,ONCTERNAL THERAPEUTICS INC,ONCT,0001260990,35320,
Wanda Sports Group Co Ltd,WANDA SPRT GP CO -ADR,WSG,0001771279,35322,
Akerna Corp,AKERNA CORP,KERN,0001755953,35354,
Medallia Inc,MEDALLIA INC,MDLA,0001540184,35374,
Mirum Pharmaceuticals Inc,MIRUM PHARMACEUTICALS INC,MIRM,0001759425,35375,
Fulcrum Therapeutics Inc,FULCRUM THERAPEUTICS INC,FULC,0001680581,35376,
Phreesia Inc,PHREESIA INC,PHR,0001412408,35377,
Health Catalyst Inc,HEALTH CATALYST INC,HCAT,0001636422,35391,
Livongo Health Inc,LIVONGO HEALTH INC,LVGO,0001639225,35394,
Sunnova Energy International Inc,SUNNOVA ENRGY INTL INC,NOVA,0001772695,35395,
Castle Biosciences Inc,CASTLE BIOSCIENCES INC,CSTL,0001447362,35396,
ProSight Global Inc,PROSIGHT GLOBAL INC,PROS,0001634038,35404,
Douyu International Holdings Ltd,DOUYU INTL HLDINGS LTD -ADR,DOYU,0001762417,35419,
GBS Inc,GBS INC,GBS,0001725430,35422,
Kura Sushi USA Inc,KURA SUSHI USA INC,KRUS,0001772177,35423,
Dynatrace Inc,DYNATRACE INC,DT,0001773383,35447,
OneWater Marine Inc,ONEWATER MARINE INC,ONEW,0001772921,35451,
CrossFirst Bankshares Inc,CROSSFIRST BANKSHARES INC,CFB,0001458412,35455,
9F Inc,9F INC -ADR,JFU,0001619544,35458,
Oportun Financial Corp,OPORTUN FINANCIAL CORP,OPRT,0001538716,35471,
Salarius Pharmaceuticals Inc,SALARIUS PHARMACEUTICALS INC,SLRX,0001615219,35477,
HireQuest Inc,HIREQUEST INC,HQI,0001140102,35481,
Custom Truck One Source Inc,CUSTOM TRUCK ONE SOURCE INC,CTOS,0001709682,35490,
Envista Holdings Corp,ENVISTA HOLDINGS CORP,NVST,0001757073,35497,
Stabilis Energy Inc,STABILIS SOLUTIONS INC,SLNG,0001043186,35530,
Option Care Health Inc,OPTION CARE HEALTH INC,OPCH,0001014739,35543,
Allied Esports Entertainment Inc,ALLIED ESPORTS ENT INC,AESE,0001708341,35552,
SmileDirectClub Inc,SMILEDIRECTCLUB INC,SDC,0001775625,35602,
Cloudflare Inc,CLOUDFLARE INC,NET,0001477333,35604,
Cerence Inc,CERENCE INC,CRNC,0001768267,35614,
Ping Identity Holding Corp,PING IDENTITY HOLDING CORP,PING,0001679826,35617,
Datadog Inc,DATADOG INC,DDOG,0001561550,35620,
Peloton Interactive Inc,PELOTON INTERACTIVE INC,PTON,0001639825,35627,
Viela Bio Inc,VIELA BIO INC,VIE,0001734517,35630,
Brickell Biotech Inc,BRICKELL BIOTECH INC,BBI,0000819050,35632,
IGM Biosciences Inc,IGM BIOSCIENCES INC,IGMS,0001496323,35639,
10x Genomics Inc,10X GENOMICS INC,TXG,0001770787,35640,
Huize Holding Ltd,HUIZE HOLDING LTD -ADR,HUIZ,0001778982,35641,
Pennant Group Inc (The),PENNANT GROUP INC (THE),PNTG,0001766400,35642,
BioNTech SE,BIONTECH SE,BNTX,0001776985,35653,
Karat Packaging Inc,KARAT PACKAGING INC,KRT,0001758021,35674,
BellRing Brands Inc,BELLRING BRANDS INC,BRBR,0001772016,35684,
Progyny Inc,PROGYNY INC,PGNY,0001551306,35708,
Ocugen Inc,OCUGEN INC,OCGN,0001372299,35712,
Youdao Inc,YOUDAO INC -ADS,DAO,0001781753,35731,
36Kr Holdings Inc,36KR HOLDINGS INC -ADS,KRKR,0001779476,35733,
Oyster Point Pharma Inc,OYSTER POINT PHARM INC,OYST,0001720725,35747,
Q&K International Group Ltd,Q&K INTL GROUP LTD -ADS,QK,0001788016,35748,
Fangdd Network Group Ltd,FANGDD NET GP LTD -ADS,DUO,0001750593,35762,
TELA Bio Inc,TELA BIO INC,TELA,0001561921,35779,
SiTime Corp,SITIME CORP,SITM,0001451809,35794,
Baudax Bio Inc,BAUDAX BIO INC,BXRX,0001780097,35796,
Virgin Galactic Holdings Inc,VIRGIN GALACTIC HOLDINGS INC,SPCE,0001706946,35808,
Ehang Holdings Ltd,EHANG HOLDINGS LTD -ADS,EH,0001759783,35832,
ECMOHO Ltd,ECMOHO LTD -ADS,MOHO,0001763197,35833,
I-Mab,I-MAB -ADS,IMAB,0001778016,35836,
Canaan Inc,CANAAN INC,CAN,0001780652,35837,
Venus Concept Inc,VENUS CONCEPT INC,VERO,0001409269,35850,
AdaptHealth Corp,ADAPTHEALTH CORP,AHCO,0001725255,35852,
OneConnect Financial Technology Co Ltd,ONECONNECT FIN TECH -ADS,OCFT,0001780531,35858,
Broadmark Realty Capital Inc,BROADMARK REALTY CAPITAL INC,BRMK,0001784797,35867,
Bill.com Holdings Inc,BILL.COM HOLDINGS INC,BILL,0001786352,35868,
Reynolds Consumer Products Inc,REYNOLDS CONSUMER PRODUCTS,REYN,0001786431,35874,
Genetron Holdings Ltd,GENETRON HOLD LTD -ADS,GTH,0001782594,35890,
Kaleyra Inc,KALEYRA INC,KLR,0001719489,35909,
Sprout Social Inc,SPROUT SOCIAL INC,SPT,0001517375,35922,
Muscle Maker Inc,MUSCLE MAKER INC,GRIL,0001701756,35967,
Arconic Corp,ARCONIC CORP,ARNC,0001790982,35978,
Immunovant Inc,IMMUNOVANT INC,IMVT,0001764013,35982,
1Life Healthcare Inc,1LIFE HEALTHCARE INC,ONEM,0001404123,36025,
LIZHI INC,LIZHI INC -ADS,LIZI,0001783407,36048,
PPD Inc,PPD INC,PPD,0001793294,36049,
Casper Sleep Inc,CASPER SLEEP INC,CSPR,0001598674,36050,
Schrodinger Inc,SCHRODINGER INC,SDGR,0001490978,36051,
NexPoint Real Estate Finance Inc,NEXPOINT REAL EST FIN,NREF,0001786248,36053,
Revolution Medicines Inc,REVOLUTION MEDICINES INC,RVMD,0001628171,36083,
Fathom Holdings Inc,FATHOM HOLDINGS INC,FTHM,0001753162,36084,
Crescent Capital BDC Inc,CRESCENT CAPITAL BDC INC,CCAP,0001633336,36133,
Passage Bio Inc,PASSAGE BIO INC,PASG,0001787297,36140,
AMMO Inc,AMMO INC,POWW,0001015383,36153,
Vertiv Holdings Co,VERTIV HOLDINGS CO,VRT,0001674101,36175,
PAE Incorporated,PAE INC,PAE,0001720821,36180,
Otis Worldwide Corp,OTIS WORLDWIDE CORP,OTIS,0001781335,36190,
Carrier Global Corp,CARRIER GLOBAL CORP,CARR,0001783180,36191,
AZEK Company Inc (The),AZEK COMPANY INC (THE),AZEK,0001782754,36193,
Vontier Corp,VONTIER CORP,VNT,0001786842,36203,
Imara Inc,IMARA INC,IMRA,0001672619,36204,
SelectQuote Inc,SELECTQUOTE INC,SLQT,0001794783,36234,
Inari Medical Inc,INARI MEDICAL INC,NARI,0001531048,36236,
Pulmonx Corp,PULMONX CORP,LUNG,0001127537,36260,
Accolade Inc,ACCOLADE INC,ACCD,0001481646,36263,
Procore Technologies Inc,PROCORE TECHNOLGY INC,PCOR,0001611052,36273,
Grid Dynamics Holdings Inc,GRID DYNAMICS HOLDGS INC,GDYN,0001743725,36293,
Madison Square Garden Entertainment Corp,MADISON SQUARE GARD ENT,MSGE,0001795250,36309,
Li Auto Inc,LI AUTO INC,LI,0001791706,36330,
Lantern Pharma Inc,LANTERN PHARMA INC,LTRN,0001763950,36394,
Kingsoft Cloud Holdings Ltd,KINGSOFT CLOUD HO -ADR,KC,0001795589,36395,
1847 GOEDEKER INC,1847 GOEDEKER INC,GOED,0001810140,36399,
DraftKings Inc,DRAFTKINGS INC,DKNG,0001772757,36404,
Burning Rock Biotech Limited,BURNING RO BI LIM -ADR,BNR,0001792267,36471,
Royalty Pharma plc,ROYALTY PHARMA PLC,RPRX,0001802768,36474,
Dada Nexus Ltd,DADA NEXUS LTD -ADR,DADA,0001793862,36477,
LEGEND BIOTECH CORPORATION,LEGEND BIOTEC COR -ADR,LEGN,0001801198,36482,
Shift4 Payments Inc,SHIFT4 PAYMENTS INC,FOUR,0001794669,36494,
VROOM INC,VROOM INC,VRM,0001580864,36512,
Accel Entertainment Inc,ACCEL ENTERTAINMENT INC,ACEL,0001698991,36550,
Forma Therapeutics Holdings Inc,FORMA THERA HOLDIN INC,FMTX,0001538927,36555,
Nikola Corp,NIKOLA CORP,NKLA,0001731289,36565,
Agora Inc,AGORA INC -ADR,API,0001802883,36570,
Open Lending Corp,OPEN LENDING CORP,LPRO,0001806201,36598,
Vaxcyte Inc,VAXCYTE INC,PCVX,0001649094,36600,
FS KKR Capital Corp II,FS KKR CAPITAL CORP II,FSKR,0001525759,36613,
BlueCity Holdings Limited,BLUECITY HOLDI LI -ADR,BLCT,0001791278,36616,
Eastern Bankshares Inc,EASTERN BANKSHARES INC,EBC,0001810546,36633,
GoHealth Inc,GOHEALTH INC,GOCO,0001808220,36635,
Trean Insurance Group Inc,TREAN INSURANCE GR INC,TIG,0001801754,36636,
Rackspace Technology Inc,RACKSPACE TECHNOLO INC,RXT,0001810019,36641,
Berkeley Lights Inc,BERKELEY LIGHTS INC,BLI,0001689657,36660,
IAC/InterActiveCorp,IAC/INTERACTIVECORP,IAC,0001800227,36691,
Lemonade Inc,LEMONADE INC,LMND,0001691421,36692,
Hall of Fame Resort & Entertainment Co,HALL OF FAME RESORT & ENT CO,HOFV,0001708176,36701,
nCino Inc,NCINO INC,NCNO,0001566895,36711,
Jamf Holding Corp,JAMF HOLDING CORP,JAMF,0001721947,36717,
Montrose Environmental Group Inc,MONTROSE ENV GROUP INC,MEG,0001643615,36718,
